9899.00,Apple iPhone 14 Pro Max (A2896) 256GB 暗紫色 支持移动联通电信5G 双卡双待手机,自营
8899.00,Apple iPhone 14 Pro (A2892) 256GB 暗紫色 支持移动联通电信5G 双卡双待手机,自营
899.00,OPPO A36 6GB+128GB 晴川蓝 高通骁龙680 5000mAh长续航 90Hz炫彩屏 大内存游戏拍照oppoa36,自营
2199.00,【新品上市】Note12Turbo 性能魔法 旗舰体验,自营
2499.00,荣耀90 2亿像素写真相机 零风险调光护眼屏 5000mAh轻薄长续航 12GB+256GB 冰羽蓝 5G,自营
1599.00,"京品手机
OPPO 一加 Ace 竞速版 12GB+256GB竞技灰享OPPO官方售后 天玑8100-MAX 120Hz变速电竞直屏游戏稳帧引擎5G",自营
1799.00,vivo iQOO Z7 8GB+256GB 原子蓝 120W超快闪充 等效5000mAh强续航 6400万像素 OIS光学防抖 5Giqooz7,自营
1599.00,荣耀X40 120Hz OLED硬核曲屏 5100mAh 快充大电池 7.9mm轻薄设计 5G手机 8GB+128GB 彩云追月,自营
4399.00,vivo iQOO 11 12GB+256GB 赛道版 第二代骁龙8 2K 144Hz E6全感屏 120W闪充 自研芯片V2 5G电竞iqoo11,自营
899.00,【爆款热销】Note 11 5G 天玑810 5G手机,自营
2499.00,realme真我GT Neo5 150W光速秒充 觉醒光环系统 144Hz 1.5K直屏 骁龙8+ 5G芯 12GB+256GB 圣境白 5G,自营
2499.00,OPPO Reno9 8GB+256GB 微醺 6400万水光人像镜头 120Hz OLED超清曲面屏 4500mAh大电池 7.19mm轻薄 5G,自营
1699.00,Redmi K60E 天玑8200处理器 2K旗舰直屏 OIS光学防抖相机 5500mAh长续航67W充电 12GB+256GB 墨羽 小米红米5G,自营
2199.00,Redmi Note 12 Turbo 5G 第二代骁龙7+ 超细四窄边OLED直屏 6400万像素 12GB+512GB碳纤黑 智能 小米红米,自营
4399.00,OPPO 一加 11 16GB+256GB 一瞬青 第二代骁龙 8 哈苏影像拍照 2K + 120Hz 高刷屏 游戏电竞5G旗舰,自营
5399.00,小米13Pro徕卡光学镜头 120W秒充 2K曲面屏5G手机,自营
1299.00,realme真我10 Pro+ 2160Hz旗舰曲面屏* 天玑1080旗舰芯 一亿像素街拍相机 8GB+256GB 星曜之光 5G,自营
3199.00,Redmi K60 Pro 第二代骁龙8处理器 2K高光屏 IMX800相机 120W秒充 12GB+256GB 墨羽 小米红米5G,自营
3199.00,魅族 20 12GB+256GB 先锋灰 第二代骁龙8旗舰芯片 144Hz电竞直屏 支持67W快充 超薄机身设计 5G,自营
5399.00,Apple iPhone 14 (A2884) 128GB 星光色 支持移动联通电信5G 双卡双待手机,自营
1999.00,OPPO 一加 Ace 2V 12GB+256GB 青釉 天玑 9000 移动平台 1.5K 灵犀触控直屏 6400 万超清三摄 5G游戏性能,自营
2999.00,realme真我GT Neo5 240W光速秒充 觉醒光环系统 144Hz 1.5K直屏 骁龙8+ 5G芯 16+1T 紫域幻想 5G,自营
4299.00,小米13 徕卡光学镜头 第二代骁龙8处理器 超窄边屏幕 120Hz高刷 67W快充 12+256GB 黑色 5G,自营
2209.00,荣耀70 Pro IMX800三主摄 旗舰芯片 100W超级快充 5G手机 12GB+256GB 流光水晶,自营
